features,predicted_happiness_score
"[0.553, 1.294, 0.079, 0.15, 0.988, 0.30580900000000005, 0.715582, 0.043687000000000004, 0.08295000000000001, 0.5463640000000001, 1.674436, 0.102226, 0.1941, 1.278472, 0.006241, 0.01185, 0.078052, 0.0225, 0.1482, 0.976144]",6.221917961293555
"[0.46582, 0.18847, 0.50318, 0.39928, 0.43873, 0.21698827240000002, 0.0877930954, 0.2343913076, 0.18599260960000003, 0.20436920860000002, 0.0355209409, 0.09483433459999999, 0.0752523016, 0.08268744310000001, 0.25319011239999994, 0.2009097104, 0.2207601614, 0.15942451840000002, 0.17517611440000003, 0.1924840129]",4.638900695641836
"[0.408158332109451, 0.878114581108093, 0.0322099551558495, 0.0877631828188896, 0.59771066904068, 0.16659322407036892, 0.3584097828260685, 0.013146761573731744, 0.03582127431997481, 0.24396058975966806, 0.7710852175546417, 0.028284031279189242, 0.07706613051772224, 0.5248584537684948, 0.0010374812111418356, 0.002826848182931055, 0.019252233845973105, 0.007702376258501839, 0.05245699071981802, 0.35725804388505733]",5.165013805628233
"[0.363, 1.148, 0.092, 0.066, 0.671, 0.131769, 0.41672399999999993, 0.033395999999999995, 0.023958, 0.243573, 1.3179039999999997, 0.10561599999999999, 0.075768, 0.770308, 0.008464, 0.006072, 0.061732, 0.0043560000000000005, 0.044286000000000006, 0.45024100000000006]",5.942060882054464
"[0.241, 0.913, 0.076, 0.067, 0.644, 0.058080999999999994, 0.220033, 0.018316, 0.016147, 0.155204, 0.8335690000000001, 0.069388, 0.061171, 0.587972, 0.005776, 0.005092, 0.048944, 0.004489000000000001, 0.043148000000000006, 0.41473600000000005]",4.662715884674808
"[0.57941, 1.44178, 0.36171, 0.44453, 0.79504, 0.3357159481, 0.8353817498, 0.20957839109999998, 0.2575651273, 0.4606541264, 2.0787295684, 0.5215062438, 0.6409144634, 1.1462727712, 0.13083412409999998, 0.1607909463, 0.28757391839999996, 0.19760692089999998, 0.35341913119999996, 0.6320886015999999]",6.982001728566815
"[0.4761, 0.95847, 0.16979, 0.30844, 0.53886, 0.22667121, 0.45632756700000005, 0.080837019, 0.146848284, 0.256551246, 0.9186647409, 0.1627386213, 0.2956304868, 0.5164811442, 0.0288286441, 0.0523700276, 0.0914930394, 0.0951352336, 0.1662059784, 0.2903700996]",5.776818773838845
"[0.583, 1.324, 0.188, 0.24, 0.894, 0.33988899999999994, 0.771892, 0.109604, 0.13992, 0.5212019999999999, 1.752976, 0.24891200000000002, 0.31776, 1.183656, 0.035344, 0.04512, 0.168072, 0.0576, 0.21456, 0.7992360000000001]",6.685197751631597
"[0.53726, 0.83524, 0.40828, 0.09179, 0.70806, 0.28864830759999993, 0.44874104239999996, 0.21935251279999998, 0.049315095399999995, 0.3804123156, 0.6976258576, 0.34101178719999997, 0.0766666796, 0.5914000344, 0.16669255839999997, 0.037476021199999994, 0.28908673679999997, 0.008425404099999999, 0.0649928274, 0.5013489636]",5.130965888067844
"[0.31751, 1.16891, 0.16893, 0.03431, 0.78902, 0.10081260010000001, 0.3711406141, 0.0536369643, 0.010893768100000001, 0.2505217402, 1.3663505880999998, 0.1974639663, 0.0401053021, 0.9222933682, 0.028537344899999997, 0.0057959883, 0.13328914860000002, 0.0011771761, 0.0270712762, 0.6225525604000001]",5.4583154227433015
"[0.56066, 1.00761, 0.37744, 0.07521, 0.7095, 0.31433963560000006, 0.5649266226, 0.2116155104, 0.042167238600000004, 0.39778827000000005, 1.0152779120999997, 0.38031231839999996, 0.0757823481, 0.7148992949999999, 0.1424609536, 0.0283872624, 0.26779368, 0.0056565441, 0.053361495, 0.50339025]",5.493050519322279
"[0.51231, 0.87616, 0.23684, 0.10771, 0.45569, 0.26246153610000006, 0.4488655296000001, 0.1213355004, 0.05518091010000001, 0.2334545439, 0.7676563456000001, 0.2075097344, 0.0943711936, 0.3992573504, 0.0560931856, 0.025510036399999998, 0.1079256196, 0.0116014441, 0.0490823699, 0.20765337609999998]",5.595527874796153
"[0.592, 1.383, 0.252, 0.41, 0.996, 0.35046399999999994, 0.8187359999999999, 0.14918399999999998, 0.24271999999999996, 0.5896319999999999, 1.912689, 0.348516, 0.5670299999999999, 1.377468, 0.063504, 0.10332, 0.250992, 0.16809999999999997, 0.40836, 0.992016]",7.000846026271694
"[0.38041, 0.1327, 0.2097, 0.17176, 0.26162, 0.14471176810000003, 0.050480407000000005, 0.07977197700000001, 0.0653392216, 0.09952286420000002, 0.017609290000000003, 0.02782719, 0.022792552, 0.034716974000000005, 0.04397409, 0.036018072, 0.054861714000000006, 0.0295014976, 0.0449358512, 0.06844502440000001]",4.102299635492666
"[0.065, 0.091, 0.149, 0.076, 0.145, 0.0042250000000000005, 0.005915, 0.009685, 0.00494, 0.009425, 0.008281, 0.013559, 0.006915999999999999, 0.013194999999999998, 0.022201, 0.011323999999999999, 0.021605, 0.005776, 0.011019999999999999, 0.021025]",3.1524322088617103
"[0.35571, 0.54649, 0.09131, 0.07854, 0.40064, 0.12652960410000003, 0.19439195790000002, 0.032479880100000004, 0.0279374634, 0.14251165440000002, 0.29865132010000006, 0.049900001900000004, 0.042921324600000005, 0.21894575360000001, 0.008337516100000001, 0.0071714874, 0.0365824384, 0.0061685316, 0.0314662656, 0.1605124096]",4.268942998642338
"[0.532, 1.376, 0.244, 0.226, 1.016, 0.28302400000000005, 0.732032, 0.129808, 0.120232, 0.540512, 1.8933759999999997, 0.335744, 0.310976, 1.398016, 0.059536, 0.055144, 0.24790399999999999, 0.051076, 0.22961600000000001, 1.032256]",6.669988775396602
"[0.58147, 1.36066, 0.49401, 0.41904, 0.83096, 0.33810736090000004, 0.7911829702000001, 0.2872519947, 0.24365918880000004, 0.48317831120000004, 1.8513956355999999, 0.6721796466, 0.5701709664, 1.1306540336, 0.2440458801, 0.2070099504, 0.41050254960000004, 0.17559452160000003, 0.34820547840000005, 0.6904945216]",7.078593268795379
"[0.55211, 1.46468, 0.47416, 0.29927, 0.81231, 0.3048254521, 0.8086644747999999, 0.2617884776, 0.16522995969999998, 0.4484844741, 2.1452875024, 0.6944926688, 0.43833478359999994, 1.1897742108, 0.2248277056, 0.1419018632, 0.3851649096, 0.08956253289999999, 0.24310001369999998, 0.6598475360999999]",6.978555707331972
"[0.55011, 1.27778, 0.12332, 0.20646, 0.94579, 0.3026210121, 0.7029195558, 0.0678395652, 0.1135757106, 0.5202885369, 1.6327217283999997, 0.1575758296, 0.2638104588, 1.2085115462, 0.0152078224, 0.0254606472, 0.1166348228, 0.0426257316, 0.1952678034, 0.8945187241]",6.305903706710605
"[0.514492034912109, 0.367110550403595, 0.838075160980225, 0.188816204667091, 0.397522568702698, 0.26470205398800284, 0.18887545411485, 0.43118299498200935, 0.09714443336355291, 0.20452219529533974, 0.13477015621763047, 0.30766623362703194, 0.06931642082045363, 0.14593472899429838, 0.7023699754520302, 0.15824217112204741, 0.3331537907587862, 0.0356515591448848, 0.07505870269195637, 0.15802419262799122]",4.268871763405611
"[0.56679, 1.82427, 0.32388, 0.48049, 0.71723, 0.3212509041, 1.0339779933, 0.1835719452, 0.2723369271, 0.40651879170000005, 3.3279610329000002, 0.5908445676, 0.8765434923, 1.3084211721, 0.1048982544, 0.1556211012, 0.23229645240000002, 0.23087064009999997, 0.3446218427, 0.5144188729000001]",6.511019833844767
"[0.437453746795654, 1.10735321044922, 0.16234989464283, 0.111092761158943, 0.616552352905273, 0.19136578058555617, 0.4844158109372077, 0.07102056970338566, 0.048597944610854316, 0.269713136874088, 1.2262311326921946, 0.17977867704883044, 0.12301892572702394, 0.6827412273996746, 0.026357488290538002, 0.018035898069735472, 0.10009720953596002, 0.012341601581917954, 0.06849450328328982, 0.3801368038730283]",5.7817027488551815
"[0.531, 0.96, 0.099, 0.039, 0.635, 0.281961, 0.50976, 0.052569000000000005, 0.020709, 0.337185, 0.9216, 0.09504, 0.03744, 0.6096, 0.009801, 0.0038610000000000003, 0.062865, 0.001521, 0.024765, 0.403225]",5.634305861759352
"[0.408842742443085, 0.339233845472336, 0.312650740146637, 0.165455713868141, 0.353409707546234, 0.16715238804838273, 0.13869329571242356, 0.1278249860284114, 0.06764536781072913, 0.14448899403921095, 0.11507960191394873, 0.10606171286971573, 0.056128178070859985, 0.11988853411816261, 0.09775048531423995, 0.05172985140236448, 0.1104938066393366, 0.027375593251616148, 0.05847365544999309, 0.12489842138791465]",4.413237055275313
"[0.10384, 0.75778, 0.12344, 0.07122, 0.16683, 0.010782745600000001, 0.07868787520000001, 0.0128180096, 0.007395484800000001, 0.0173236272, 0.5742305284, 0.09354036319999999, 0.053969091600000005, 0.1264204374, 0.0152374336, 0.0087913968, 0.0205934952, 0.0050722884000000005, 0.0118816326, 0.027832248900000002]",3.9788785868695773
"[0.417, 1.016, 0.199, 0.037, 0.517, 0.173889, 0.423672, 0.082983, 0.015428999999999998, 0.215589, 1.032256, 0.202184, 0.037592, 0.5252720000000001, 0.039601000000000004, 0.007363, 0.102883, 0.0013689999999999998, 0.019129, 0.267289]",5.4955653599440915
"[0.39, 0.131, 0.175, 0.099, 0.221, 0.1521, 0.05109, 0.06824999999999999, 0.038610000000000005, 0.08619, 0.017161000000000003, 0.022925, 0.012969000000000001, 0.028951, 0.030624999999999996, 0.017325, 0.038675, 0.009801, 0.021879000000000003, 0.048841]",3.727432205543619
"[0.45727, 0.21102, 0.29066, 0.07267, 0.33861, 0.20909585290000002, 0.09649311540000001, 0.1329100982, 0.0332298109, 0.1548361947, 0.04452944040000001, 0.0613350732, 0.015334823400000001, 0.07145348220000002, 0.08448323559999998, 0.0211222622, 0.0984203826, 0.0052809289, 0.0246067887, 0.11465673210000002]",4.045101506784584
"[0.013, 0.619, 0.331, 0.141, 0.44, 0.000169, 0.008047, 0.004303, 0.0018329999999999998, 0.005719999999999999, 0.383161, 0.20488900000000002, 0.087279, 0.27236, 0.109561, 0.046671, 0.14564000000000002, 0.019880999999999996, 0.06203999999999999, 0.1936]",4.256057406617361
"[0.61576, 1.32944, 0.4761, 0.31814, 0.89284, 0.3791603776, 0.8186159743999999, 0.293163336, 0.19589788639999997, 0.5497751583999999, 1.7674107136, 0.632946384, 0.42294804159999994, 1.1869772096, 0.22667121, 0.151466454, 0.42508112400000003, 0.10121305959999999, 0.2840481176, 0.7971632656]",7.017917097622699
"[0.614, 1.448, 0.307, 0.306, 0.876, 0.376996, 0.889072, 0.188498, 0.187884, 0.537864, 2.096704, 0.444536, 0.443088, 1.268448, 0.094249, 0.093942, 0.268932, 0.093636, 0.268056, 0.767376]",7.3346734565285585
"[0.390017777681351, 0.511135876178741, 0.354256361722946, 0.0660351067781448, 0.364509284496307, 0.15211386690749973, 0.19935207852044276, 0.1381662789286642, 0.02575486559456275, 0.14216510108346897, 0.2612598839170093, 0.181073135841151, 0.03375291216160376, 0.18631377250630585, 0.12549756982117877, 0.023393356673211827, 0.12912973293989596, 0.004360635327200985, 0.02407040952333879, 0.13286701848400967]",4.437106198114845
"[0.46611, 0.82827, 0.51535, 0.0, 0.63793, 0.2172585321, 0.3860649297, 0.2402097885, 0.0, 0.29734555230000004, 0.6860311928999999, 0.42684894449999994, 0.0, 0.5283782811, 0.26558562249999995, 0.0, 0.32875722549999997, 0.0, 0.0, 0.4069546849]",5.122613564242562
"[0.45, 0.322, 0.259, 0.061, 0.237, 0.2025, 0.1449, 0.11655, 0.02745, 0.10665, 0.10368400000000001, 0.083398, 0.019642, 0.07631399999999999, 0.067081, 0.015799, 0.061383, 0.003721, 0.014457, 0.056169]",4.000288631026198
"[0.26228, 1.12268, 0.23693, 0.03061, 0.76171, 0.0687907984, 0.2944565104, 0.0621420004, 0.0080283908, 0.1997812988, 1.2604103823999997, 0.26599657239999996, 0.0343652348, 0.8551565828, 0.0561358249, 0.007252427299999999, 0.1804719503, 0.0009369720999999999, 0.0233159431, 0.5802021241]",5.210719524249252
"[0.32878, 0.2852, 0.34377, 0.05747, 0.38215, 0.1080962884, 0.093768056, 0.11302470060000001, 0.0188949866, 0.125643277, 0.08133904, 0.09804320400000001, 0.016390444, 0.10898918, 0.11817781290000001, 0.0197564619, 0.1313717055, 0.0033028009, 0.0219621605, 0.1460386225]",4.149057641234833
"[0.523, 1.124, 0.127, 0.15, 0.891, 0.273529, 0.587852, 0.06642100000000001, 0.07845, 0.46599300000000005, 1.2633760000000003, 0.142748, 0.1686, 1.001484, 0.016129, 0.01905, 0.11315700000000001, 0.0225, 0.13365, 0.7938810000000001]",6.219379317180099
"[0.617950856685638, 1.44357192516327, 0.24548277258873, 0.38261154294014, 0.80915766954422, 0.3818632612785139, 0.8920565078419783, 0.15169628962277135, 0.23643513073767328, 0.5000196750886051, 2.0838999031195895, 0.3543720386203302, 0.552327281631787, 1.1680772947845746, 0.06026179163785013, 0.09392454238539749, 0.1986342681811505, 0.14639159279103459, 0.3095930644261619, 0.6547361341822331]",7.090757430691954
"[0.235, 1.067, 0.094, 0.142, 0.789, 0.055224999999999996, 0.250745, 0.02209, 0.03337, 0.185415, 1.1384889999999999, 0.100298, 0.15151399999999998, 0.841863, 0.008836, 0.013347999999999999, 0.07416600000000001, 0.020163999999999998, 0.112038, 0.6225210000000001]",5.462052903623367
"[0.49309, 0.4225, 0.20618, 0.05786, 0.23402, 0.24313774809999997, 0.208330525, 0.10166529619999999, 0.0285301874, 0.11539292179999999, 0.17850624999999998, 0.08711105, 0.02444585, 0.09887345, 0.0425101924, 0.0119295748, 0.0482502436, 0.0033477796, 0.0135403972, 0.054765360400000004]",4.027856212966142
"[0.557, 1.017, 0.042, 0.092, 0.417, 0.31024900000000005, 0.566469, 0.023394000000000005, 0.051244000000000005, 0.232269, 1.0342889999999998, 0.042714, 0.093564, 0.42408899999999994, 0.0017640000000000002, 0.0038640000000000002, 0.017514000000000002, 0.008464, 0.038363999999999995, 0.173889]",4.771112108356868
"[0.318697690963745, 0.36842092871666, 0.293040901422501, 0.0710951760411263, 0.0055647538974881, 0.10156821822562272, 0.11741489928471803, 0.0933914586412855, 0.02265786844296792, 0.001773474217910958, 0.13573398071644627, 0.10796240105404503, 0.026192950784346188, 0.002050171798992219, 0.08587296990651194, 0.02083379447388305, 0.0016307004983142886, 0.00505452405631874, 0.0003956271579674602, 3.0966485939609e-05]",4.203778940140687
"[0.383, 0.947, 0.178, 0.027, 0.874, 0.146689, 0.362701, 0.068174, 0.010341, 0.334742, 0.8968089999999999, 0.168566, 0.025568999999999998, 0.8276779999999999, 0.031684, 0.0048059999999999995, 0.155572, 0.0007289999999999999, 0.023598, 0.763876]",5.440338255286506
"[0.394952565431595, 0.783756256103516, 0.230947196483612, 0.0261215660721064, 0.0569157302379608, 0.15598752894099835, 0.30954654402114584, 0.0912131877304372, 0.010316779533269335, 0.022479013670895224, 0.6142738689814001, 0.18100631007359883, 0.020472940828234736, 0.04460805964470183, 0.05333660756364009, 0.006032702452114409, 0.01314452833427459, 0.0006823362140594201, 0.001486728007953077, 0.0032394003485203254]",4.822727535664522
"[0.4035, 0.76454, 0.10692, 0.11776, 0.67737, 0.16281225000000002, 0.30849189, 0.04314222, 0.04751616, 0.273318795, 0.5845214116, 0.0817446168, 0.0900322304, 0.5178764598, 0.0114318864, 0.0125908992, 0.0724244004, 0.013867417600000001, 0.0797670912, 0.45883011690000003]",5.186123673390436
"[0.494, 0.204, 0.197, 0.138, 0.39, 0.244036, 0.10077599999999999, 0.097318, 0.06817200000000001, 0.19266, 0.04161599999999999, 0.040188, 0.028152, 0.07955999999999999, 0.038809, 0.027186000000000002, 0.07683000000000001, 0.019044000000000002, 0.05382000000000001, 0.1521]",3.9580798699036377
"[0.4082, 0.39753, 0.21222, 0.12569, 0.60164, 0.16662724, 0.162271746, 0.086628204, 0.051306658, 0.245589448, 0.1580301009, 0.0843638166, 0.049965545699999996, 0.23916994919999998, 0.0450373284, 0.026673931799999998, 0.12768004079999998, 0.0157979761, 0.07562013159999999, 0.36197068959999995]",4.807492651125721
"[0.573110342025757, 1.53570663928986, 0.42785832285881, 0.29838815331459, 0.80978262424469, 0.3284554641368801, 0.8801293572946374, 0.24521002975217934, 0.17100933660255868, 0.46409479674738935, 2.358394881958956, 0.6570648670896989, 0.4582366681306565, 1.2435885524341364, 0.18306274443955367, 0.12766785483811793, 0.346472235489539, 0.08903549003849127, 0.2416295418346156, 0.6557478985286169]",7.26198608137043
"[0.55475, 0.59325, 0.27815, 0.19317, 0.74314, 0.30774756249999996, 0.3291054375, 0.1543037125, 0.1071610575, 0.412256915, 0.3519455625000001, 0.16501248750000003, 0.11459810250000002, 0.44086780500000006, 0.0773674225, 0.0537302355, 0.20670439100000002, 0.037314648900000004, 0.1435523538, 0.5522570596]",5.621268133262281
"[0.609, 0.574, 0.232, 0.062, 0.637, 0.37088099999999996, 0.349566, 0.141288, 0.037758, 0.387933, 0.32947599999999994, 0.133168, 0.035587999999999995, 0.36563799999999996, 0.053824000000000004, 0.014384000000000001, 0.147784, 0.0038439999999999998, 0.039494, 0.405769]",5.185525037273016
"[0.462, 1.162, 0.083, 0.005, 0.825, 0.21344400000000002, 0.536844, 0.038346000000000005, 0.00231, 0.38115, 1.3502439999999998, 0.096446, 0.00581, 0.9586499999999999, 0.006889000000000001, 0.000415, 0.068475, 2.5e-05, 0.004125, 0.6806249999999999]",5.515647236779564
"[0.472787708044052, 1.08116579055786, 0.0288068410009146, 0.0227942746132612, 0.741415500640869, 0.22352821687754776, 0.5111618961334862, 0.01361952033281184, 0.010776852850930482, 0.35053213525632987, 1.1689194666726024, 0.03114497102422841, 0.024644389932439503, 0.8015930758822367, 0.0008298340884519746, 0.0006566310445153995, 0.021357838442575012, 0.000519578955144764, 0.016900028524136503, 0.5496969445905505]",5.6789784020817535
"[0.46235, 0.89373, 0.25296, 0.07396, 0.58295, 0.21376752249999997, 0.4132160655, 0.116956056, 0.034195406, 0.2695269325, 0.7987533129000001, 0.22607794080000002, 0.0661002708, 0.5209999035, 0.06398876160000001, 0.0187089216, 0.147463032, 0.0054700816, 0.043114981999999996, 0.33983070249999997]",5.586766079478359
"[0.25202, 0.69177, 0.19997, 0.01903, 0.52309, 0.0635140804, 0.1743398754, 0.05039643940000001, 0.0047959406, 0.13182914180000002, 0.4785457329, 0.1383332469, 0.0131643831, 0.3618579693, 0.0399880009, 0.0038054291, 0.10460230730000002, 0.0003621408999999999, 0.0099544027, 0.27362314810000005]",5.0526113778083
"[0.419, 0.916, 0.149, 0.032, 0.79, 0.175561, 0.383804, 0.06243099999999999, 0.013408, 0.33101, 0.839056, 0.136484, 0.029312, 0.7236400000000001, 0.022201, 0.004768, 0.11771, 0.001024, 0.02528, 0.6241000000000001]",5.5634511193879925
"[0.259, 1.171, 0.061, 0.022, 0.732, 0.067081, 0.30328900000000003, 0.015799, 0.005698, 0.189588, 1.3712410000000002, 0.071431, 0.025762, 0.857172, 0.003721, 0.0013419999999999999, 0.044652, 0.00048399999999999995, 0.016104, 0.535824]",5.532044058684448
"[0.452, 0.308, 0.22, 0.146, 0.391, 0.204304, 0.139216, 0.09944, 0.065992, 0.176732, 0.094864, 0.06776, 0.044967999999999994, 0.12042800000000001, 0.0484, 0.032119999999999996, 0.08602, 0.021315999999999998, 0.057086, 0.15288100000000002]",4.158623053040118
"[0.519, 0.874, 0.051, 0.064, 0.365, 0.269361, 0.453606, 0.026469, 0.033216, 0.189435, 0.763876, 0.044573999999999996, 0.055936, 0.31901, 0.0026009999999999996, 0.003264, 0.018615, 0.004096, 0.02336, 0.13322499999999998]",4.70042011321435
"[0.4027, 0.97306, 0.10074, 0.18037, 0.68613, 0.16216729, 0.39185126200000003, 0.040567998, 0.072634999, 0.276304551, 0.9468457636000001, 0.0980260644, 0.17551083220000002, 0.6676456578000001, 0.010148547599999998, 0.0181704738, 0.0691207362, 0.0325333369, 0.1237572681, 0.4707743769]",5.833940403862528
"[0.28098, 1.15851, 0.06244, 0.09314, 0.3494, 0.0789497604, 0.3255181398, 0.017544391200000002, 0.0261704772, 0.098174412, 1.3421454200999998, 0.07233736439999999, 0.1079036214, 0.40478339399999996, 0.0038987536000000002, 0.0058156616, 0.021816536, 0.0086750596, 0.032543116, 0.12208035999999998]",4.688860983146901
"[0.40425, 1.08754, 0.15776, 0.14166, 0.61415, 0.1634180625, 0.439638045, 0.06377448000000001, 0.057266055, 0.2482701375, 1.1827432515999998, 0.1715703104, 0.1540609164, 0.667912691, 0.024888217600000005, 0.022348281600000002, 0.09688830400000001, 0.020067555600000002, 0.087000489, 0.3771802225]",5.796211822194509
"[0.27544, 0.31292, 0.21064, 0.13647, 0.16347, 0.07586719360000001, 0.0861906848, 0.058018681600000004, 0.037589296800000005, 0.045026176800000005, 0.09791892639999998, 0.0659134688, 0.0427041924, 0.0511530324, 0.0443692096, 0.0287460408, 0.0344333208, 0.018624060900000003, 0.0223087509, 0.0267224409]",4.062775279542149
"[0.508, 0.551, 0.3, 0.023, 0.723, 0.258064, 0.27990800000000005, 0.1524, 0.011684, 0.367284, 0.30360100000000007, 0.1653, 0.012673, 0.39837300000000003, 0.09, 0.0069, 0.21689999999999998, 0.000529, 0.016628999999999998, 0.522729]",5.340808717587656
"[0.46761, 1.38007, 0.10224, 0.18985, 0.91491, 0.21865911210000002, 0.6453345327, 0.0478084464, 0.0887757585, 0.4278210651, 1.9045932048999998, 0.1410983568, 0.2620062895, 1.2626398437, 0.0104530176, 0.019410264, 0.0935403984, 0.036043022499999994, 0.17369566349999999, 0.8370603081]",6.285697310767235
"[0.31866, 0.9553, 0.1684, 0.05301, 0.73007, 0.1015441956, 0.304415898, 0.053662344, 0.0168921666, 0.2326441062, 0.91259809, 0.16087252, 0.050640453, 0.697435871, 0.028358559999999998, 0.008926884, 0.122943788, 0.0028100601, 0.0387010107, 0.5330022048999999]",5.209976960485676
